,Event Name,Event Alias,Start Date,End Date,Location,Session Name,Paper Reference,Title,Authors,Affiliations,ISSN,ISBN,DOI,Access,Language,Summary,File name
129,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",FWI: Theory 2 & Uncertainty,239,A precondition strategy for conjugate gradient algorithm in elastic full waveform inversion,"W. Lide [1], W. Jie [1], X. Xingrong [1], L. Wenke [2], W. Zedan [3]","[1] Research Institute of Petroleum Exploration & Development-Northwest (NWGI), PetroChina; [2] Research Institute of Petroleum Exploration & Development; [3] PetroChina Huabei Oilfield Company",2214-4609,9789462824584,10.3997/2214-4609.202310239,No,English,"Elastic full waveform inversion (EFWI) is a vital velocity modeling method, which mainly uses full waveform information to inverse parameters of underground medium. By using nonlinear optimization methods, EFWI minimizes the residual between observed and theoretical wavefields to inverse P- and S-velocity. Newton-based and conjugate gradient (CG) algorithms are the two most common nonlinear optimization methods. Since the CG method frees of constructing the complex Hessian, it performs high computation efficiency comparing to Newton-based method. However, its convergence performance is weaker than the Newton-based method. To relieve this issue, we presented a gradient precondition method to improve the CG method’s converging. The new gradient is the moving-weighted-average of the current gradient and gradients in several prior iterations. The proposed method utilizes more gradient information than the conventional CG method, resulting in better inversion results. We evaluate the proposed method by using an overthrust model. Numerical results illustrate that the proposed gradient precondition method can provide a more efficient reliable inversion results.",239.pdf
130,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Machine Learning for Lithology Prediction,244,A lightweight semi-supervised learning reservoir lithology prediction method,"L. Song [1], X. Yin [1], Z. Zong [1]",[1] China University of Petroleum（HuaDong）,2214-4609,9789462824584,10.3997/2214-4609.202310244,No,English,"Reservoir lithology identification is one of the most important steps in geological modeling and reservoir characterization. The deep learning lithology identification method is a data-driven algorithm that can establish the relationship between lithology-sensitive properties and litho-types based on a large amount of observed data. Unfortunately, the overfitting problem and the multi-solution problem generally exist in training for inadequate lithology label data and massive learnable parameters. Consequently, we propose a lightweight semi-supervised learning reservoir lithology prediction method to predict lithology with limited labeled data and large-scale unlabeled data. Firstly, we design a probabilistic lithology classification neural network to predict litho-types from density, P-velocity, and S-velocity. In addition, a lightweight semi-supervised learning lithology identification workflow is constructed to mine the implicit knowledge in large-scale unlabeled data and explicit rules in limited labeled data. In the workflow, a lightweight discrimination network is constructed to ensure that the predicted lithology is consistent with the data distribution characteristics of real underground lithology. Finally, the proposed method is tested by the Book cliffs model, and results indicate that the misclassification of sand and sandy shale can be relieved efficiently and the classification accuracy is improved greatly with our method.",244.pdf
131,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Integrated Reservoir Characterization,245,"Utilizing a Newly Developed Approach (LINS) for the Subsurface Identification of Complex
Stratigraphy in Clastic Reservoirs",A. Khalifa [1],[1] Saudi Aramco,2214-4609,9789462824584,10.3997/2214-4609.202310245,No,English,"This paper documents the utilization of the recently developed Lithostratigraphic Interpretation using Neutron capture Spectroscopy (LINS) method by Khalifa et al., (2020) for use in the lithostratigraphic determination of complex clastic formations distinguishing the glacial and subglacial sediments from the fluvio-aeolian sediments. LINS method has been applied using a blind-test of four cored wells that were not used to build the initial model. Wireline data have been used exclusively to determine the reservoirs lithostratigraphy and then verified against the core sedimentologic description. By using LINS, it was possible to determine the correct lithostratigraphy in absence of core samples. Moreover, identification of each lithostratigraphic unit using this method can be achieved for entirety of the drilled formation interval. These results reduce the uncertainty in well placement and allow the modelling of un-cored wells.",245.pdf
132,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Noise Attenuation,246,Time-frequency domain complex value U-Net-based spectral enhancement,"Z. Li [1], X. Chen [1], J. Li [1], J. Zhang [1], S. Wei [1], Z. Liu [1]",[1] China University of Petroleum (Beijing),2214-4609,9789462824584,10.3997/2214-4609.202310246,No,English,"By expanding the frequency spectrum, high-resolution seismic data processing methods effectively improve the exploration accuracy, thus enhancing the accuracy of subsequent processing and interpretation. Deep learning techniques demonstrate their advantages in spectral enhancement, however, existing deep learning methods basically only process seismic data in the time domain, thus neglecting the frequency domain information of seismic data. To solve this problem, we use the S-transform to obtain the time-frequency spectrum of seismic data and propose a time and frequency domain complex value U-Net, which can simultaneously extract the information of the real and imaginary parts of the time-frequency spectrum to accomplish the accurate seismic data spectral enhancement. Compared with the traditional time domain one-dimensional U-Net method, the spectral enhancement results of real data show the high accuracy of our proposed method.",246.pdf
133,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",EOR and Screening Methods,247,Enhancing Oil Recovery with Nanoparticle-Assisted CO2 Foam in a Carbonate Reservoir,"A. Bello, A. Ivanova, A. Rodionov, T. Aminev, A. Cheremisin",no affiliation(s),2214-4609,9789462824584,10.3997/2214-4609.202310247,No,English,"This work presents the use of an advanced technique such as high-pressure microscopy (HPM) to examine the stability of CO₂ foams at reservoir conditions in the presence and absence of nanoparticles. Furthermore, core flooding studies were performed to investigate their effect on oil displacement and mobility control in core samples from a producing carbonate oil formation in Volga-Ural region in Russia. Our results indicated that foams generated at 80% quality were more stable than foams generated at 50% quality because the bubble size was significantly smaller while bubble count was higher. In the core flooding experiments, the results showed that nanoparticle-stabilized CO₂ foam helped to improve oil displacement efficiency from the porous media. Oil recovery factors were 37.7% to 66.6% in the real core by injecting nanoparticle-stabilized foam. This can be attributed to the enhanced viscosity of the propagating phase during the injection of foam, which helped to eliminate the gas breakthrough that was observed during the injection of CO₂.",247.pdf
134,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Hydrogen Storage,248,Hydrogen storage in depleted sandstone reservoirs: Is it really an option?,"L. Esteban [1], J. Sarout [1], A. Giwelli [1], J. Dautriat [1], L. Monmusson [1], B. Maney [1], P. Hazewinkel [1], M. Verrall [1], D. Dewhurst [1], S. Iglauer [2], A. Keshavarz [2], M. Sarmadivaleh [3]",[1] Csiro; [2] Edith Cowan University; [3] Curtin University,2214-4609,9789462824584,10.3997/2214-4609.202310248,No,English,"Berea and Bandera, two sandstones with low and high clay content respectively, were exposed to Hydrogen gas for 1 and 2 months and under different sample hydration environments (dry vs freshwater vs brine at 30 g/L NaCl) under 15 bars and 60ºC (Fig.1). A suite a petrophysical and analytical measurements revealed that H2 exposure on dry samples does not change the physical properties of the samples. However, with water/brine, some changes start to appear, especially after 2 months and with fresh water, where: (i) porosity and permeability decreased up to 4% and 23% respectively (Fig. 2); (ii) organic matter reacted and pure-carbon based materials disappeared (Fig. 3); (iii) Wettability changed to become less water-wet which will have consequences on H2 storability and production; (iv) Clay minerals do not affect the wettability, though permeability was more affected with respect to Berea sandstone. 
Overall, the changes on some physical properties are small after fluid-Hydrogen-rock interactions. However, the mineral surfaces seem to have changed to a level that it will impede the gas mobility at the surface of those minerals such that it could improve the H2 gas storability but might degrade its production that will need more investigations in a near future.",248.pdf
135,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Machine Learning for Structural Interpretation,249,Intelligent seismic horizon picking based on Gabor wavelet transform of seismic attribute,"R. Xiong [1,2], X. Huang [1], L. Guo [1]",[1]  Southwest Petroleum University; [2] Petrochina Hangzhou Research Institute of Geology,2214-4609,9789462824584,10.3997/2214-4609.202310249,No,English,"Seismic horizon picking is the foundation of structural interpretation and seismic inversion.Current intelligent seismic horizon picking methods have not utilized the inherent characteristics of seismic data and their attibutes to supervise the crucial step.Therefore, we propose a new intelligent seismic horizon picking method based on seismic signal feature extraction. This method does not use the peaks or troughs of the seismic signal and instead focuses on the energy change in the seismic signal at the stratum interface, extracting the characteristics of the energy change to horizon picking. We apply sliding window preprocessing to the seismic signal to convert the seismic signal to a spectrum analysis energy view by performing operations such as short-time Fourier transforms (STFTs) on the preprocessed results. On this basis, the local texture information of the spectrum analysis view can be processed by the Gabor wavelet transform to obtain the Gabor attribute features of the seismic signal and seismic Gabor attribute solves the problem of single feature of  amplitude data. Finally, the support vector machine, random forest, extreme gradient boosting models and deep residual shrinkage network are used to horizon picking. The results show that accuracy and root mean square error of horizon picking are satisfactory.",249.pdf
136,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Modelling,252,Numerical Modelling of Asymmetric Elastic Wave Equations based on the Modified Couple Stress Theory,"W. Bai [1,2], H. Liu [1,2], C. Chen [1,2], Z. Wang [3], J. Chen [1,2]","[1] Institute of Geology and Geophysics, Chinese Academy of Sciences; [2] University of Chinese Academy of Sciences; [3] College of Information Science and Technology, Beijing University of Chemical Technology",2214-4609,9789462824584,10.3997/2214-4609.202310252,No,English,"To describe the influence of micropore structure of medium on macroscopic physical properties, the generalized continuum mechanics theories were developed as an extension of the conventional continuum mechanics theory by introducing high-order derivative terms of strain/stress and additional characteristic length scale parameters of medium. In this work, we introduce the asymmetric elastic wave equations based on the modified couple stress theory, which is one of generalized continuum theories. And in addition to the velocity model and the density model, we construct layered model of the characteristic length scale parameters of micropore for numerical modelling and scale effects analysis. Numerical results indicate that in the frequency band of seismic exploration, the influence of the micropore structure of medium on the seismic wave propagation can be obviously observed. It is of some significance for establishing the relationship between the microscopic pore structure and seismic responses.",252.pdf
137,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",CCS Screening,254,Data-Driven Reservoir Screening and Ranking for CCUS in the Gulf of Mexico Depleted Fields,"F. Olowu [1], R. Gadrbouh [1]",[1] CGG,2214-4609,9789462824584,10.3997/2214-4609.202310254,No,English,"The geological storage of carbon dioxide (CO2) and its benefits in abating unfavourable climate change have existed for decades. Even though the development of technical solutions has been slow, there has been some progress in key areas including several storage projects around the world, nations setting mandates with the hope of reaching net-zero in specific timelines, and establishment of policies and regulations to support the drive.
The capture and subsequent storage of CO2 from emitters such as power stations and industrial processes, among others, play a major role in curtailing this threat to the ecosystem. A recent study indicates that the utilisation of Carbon Capture and Storage (CCS) technology could reduce CO2 emissions by 20% by 2050 (Aminu, 2017; Tomić et al., 2018).
The aim of this study is to determine the order of suitability of potential CO2 storage formations in the Gulf of Mexico Outer Continental Shelf (OCS), including both shallow and deep waters. The objectives of the study include screening of the formations with respect to geological suitability and ranking of the screened formations based on technical and techno-commercial considerations.",254.pdf
138,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Seismic interpretation - Siliciclastic reservoirs,255,Contourites—A Paleovelocity Meter from Geologic Analogues Created from 3D Seismic Data,"A. Laake [1], J. Hernández-Molina [2]",[1] Schlumberger; [2] Royal Holloway University London,2214-4609,9789462824584,10.3997/2214-4609.202310255,No,English,"We introduce a method to infer the direction and velocity of paleoocean bottom currents from seismic data using the concept of geologic analogues and integration with modern oceanographic measurements. Colour-processed seismic data provide erosional features at the ocean bottom that can be correlated with oceanographic measurements to validate the modern direction and velocity of the bottom current. We use this calibrated model as the modern analogue to infer paleoocean bottom characteristics of erosional contourite features from subsurface seismic data. We have discarded traditional wavelet-based seismic attributes because of their limited vertical resolution and vertical spatial averaging, which often hides geologic features indicative of paleocurrents.
The comparison of a modern analogue from the northern Gulf of Mexico with an ancient analogue from the lower Paleogene of Flemish Pass offshore east Canada shows such level of similarity that we consider the sedimentary processes largely similar, thus enabling us to infer not only the direction of flow but also its velocity. Future analysis will consider contourite depositional features under lower energy conditions and the combination of the depositional and erosional features would help us to better understand the modern day and the ancient formation of contourite depositional systems (CDS).  Measurements of paleo-ocean bottom currents impact the understanding of deepwater contourites or reworked turbidites for the reconstruction of the paleoclimate as an input to present day climate change models and for geosciences applied to energy transition (C02 sequestration and hydrocarbon exploration).",255.pdf
139,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Poster: Seismic Processing,256,Stacking Velocity Estimation from Rugged Topography,"R. Xu [1], S. Liu [2], B. Feng [1], H. Wang [1]",[1] Tongji University; [2] Shanghai Qfzygeo Co Ltd,2214-4609,9789462824584,10.3997/2214-4609.202310256,No,English,"The estimation of an accurate near-surface velocity model is very challenging in foothill areas. The routine stacking velocity analysis is based on horizontal-invariant velocity and flat surface assumption, which no longer holds in the case of the rugged topography and strong lateral velocity variations because it is difficult to determine a replacement velocity and the bottom interface of the weathering layer for the subsequent static correction. To address the problem of undulant surface, we propose a double-square-root (DSR) time-distance relationship to fit the kinematic information of the reflected waves and use the new travel-time equation to calculate the velocity spectra and do normal moveout. We demonstrate the advantages of our method with complex velocity models, and the numerical examples indicate that the new DSR time-distance relationship is very attractive for stacking velocity analysis for rugged topography. Therefore, it has the potential to increase the accuracy of the pre-stack time migration result using the proposed time-distance relationship.",256.pdf
140,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Noise Attenuation,257,A deep learning seismic processing workflow through a pretraining and fine-tuning framework,"R. Harsuko [1], T. Alkhalifah [1]",[1] King Abdullah University Of Science And Technology,2214-4609,9789462824584,10.3997/2214-4609.202310257,No,English,"Processing of recorded seismic data is essential to extracting key information on the subsurface. The common approach to seismic processing via deep learning is to train a network to perform a specific processing task. The newly introduced StorSeismic paradigm, based on the Transformer network, offers the opportunity for a self-supervised pretraining to store the seismic features of real (label-less) and synthetic data, followed by fine-tuning with the labeled synthetic data to perform any seismic processing task. Here, we demonstrate the approaches’ ability to perform seismic processing tasks in a sequence starting with, as an example, denoising, then direct arrival attenuation, followed by the challenging surface multiples removal, and finally normal moveout velocity estimation and stacking. We demonstrate the performance of these processing tasks on data corresponding to the Marmousi model, and we will show a real data application at the meeting. The results show that the pretrained model achieves higher metrics than the randomly-initialized model.",257.pdf
141,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",FWI: more Case Studies & Some Theory,258,Anisotropic diffusion filter for 3D full waveform inversion: application to a North Sea dataset,"L. Metivier [1,2], R. Brossier [2], A. Hoffmann [2], J. Mirebeau [3], G. Provenzano [2], A. Tarayoun [2], P. Yong [2]",[1] Univ. Grenoble Alpes; [2] Univ. Grenoble Alpes; [3] Univ. Paris Saclay,2214-4609,9789462824584,10.3997/2214-4609.202310258,No,English,"Regularization is central in full waveform inversion, specifically to remove spurious oscillations due to noisy data and to compensate the uneven illumination of the subsurface. Conventional strategies directly apply smoothing operators at each full waveform inversion iteration. Numerous of operators have been proposed in the literature, from Gaussian operators to more evolved structure preserving Laplacian operators. The former are easy to implement but might destroy the structural information embedded in the gradient. The latter require an external source of information related to the structure to be preserved. We propose to use an anisotropic diffusion filter which can directly enhance the structure of the gradient without using external prior information. We extend the 2D method presented at 2022 EAGE meeting in Madrid to 3D, use an adapted discretization scheme which guarantees numerical stability, and apply it to a 3D field data from the North Sea. We compare the results of inversion up to 10 Hz between a Gaussian smoothing and our anisotropic diffusion smoothing. The enhancement of the resolution and the structural coherence is striking, making full wavefield images much easier to interpret geologically. We believe this technique could be applied to a wide variety of field data in the future.",258.pdf
142,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Petroleum Systems - 1,259,Quantitative identification of sedimentary microfacies and reservoir controlling factors of Carboniferous carbonate in eastern Pre-Caspian Basin,"X. Wang [1], Z. Wang [1], S. Liang [1], R. Jiang [1], J. Hou [1], Y. Zhang [1]",[1] Reserch Institue Of Petroleum Exploration And Development,2214-4609,9789462824584,10.3997/2214-4609.202310259,No,English,"85% of the proven oil and gas reserves of Kazakhstan found in the Pre-Caspian basin are distributed in the Carboniferous carbonate rock series under the salt. However, the sedimentary microfacies are hard to determine due to the lack of core and thin section.Therfore, the quantitative identification of sedimentary microfacies in the eastern margin of the Pre-Caspian basin has been carried out by using two key technologies and good results have been achieved. The first technology is the quantitative identification technology of complex biological limestone logging.The second technique is quantitative identification of sedimentary microfacies.Nine lithologic sensitive curves are selected to determine logging response characteristic values of 10 types of limestone, and cluster analysis model is optimized for quantitative identification of 10 types of lithology. Foraminifera content has a high correlation with energy skewness, 30Hz frequency division energy, -90o phase component RMS, root mean square amplitude.According to the prediction results of limestone structural components and sedimentary environment, the intra-platform beach subfacies in the open platform of KT-II can be divided into five sedimentary microfacies: algal beach, foraminiferal beach, bioclastic beach, sandy beach and intertidal sea. Through the study of diagenetic sequences of reservoir, we can draw the conclusion that the main controlling factors of reservoir development are quasi-contemporaneous dissolution of favorable intra-platform shoal subfacies and dissolution of unconformity surface. High-energy platform beach facies deposition is the foundation of reservoir development, with the best physical properties and the largest thickness.",259.pdf
143,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Subsurface Characterization for Mineral Exploration and Mining,262,Searching for Copper in the age of Transition - the holistic exploration mindset,"J. Wrobel-daveau [1], P. Helps [1], G. Nicoll [1]",[1] Halliburton,2214-4609,9789462824584,10.3997/2214-4609.202310262,No,English,"The Energy Transition is driven by the need to mitigate climate change through progressive global switching to lower carbon energy sources. Critical minerals such as lithium, copper, cobalt and Rare Earth Elements will be needed in greater amounts for electrification, infrastructure upgrades as well as for providing the raw components for electric vehicles, renewable energy generation, battery storage and modern devices. However, it is becoming increasingly difficult to find large tonnage and high-grade mineral deposits at or very near the surface, especially of commodities that will increasingly be needed for the energy transition. Those prospecting to expand mineral portfolios increasingly need to look deeper and beyond known occurrences.
We are taking applicable geological subsurface screening methods from the hydrocarbon industry, reliant upon an integrated tectono-stratigraphic framework compiled from public domain data, and applying them within a broader mineral system approach to exploration.
The regional scale mineral systems screening methods presented here are innovative due to the integration of a high-temporal resolution and global sequence stratigraphic model, alongside the integration of plate tectonics. The results are promising and offer a consistent first pass to narrow down targets at the regional scale for frontier regions and buried undercover in the subsurface.",262.pdf
144,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Fractures Media,263,"Multi-scale fractures modelling in fractured reservoirs model building: present-day approach 
and potential improvements","F. La Valle [1], S. Gizzi [1], L. Spaggiari [1], C. Albertini [1], V. Tarantini [1], A. Corrao [1]",[1] Eni S.p.A.,2214-4609,9789462824584,10.3997/2214-4609.202310263,No,English,"At Eni, we routinely apply a workflow named T\Frac, based on lineaments extraction from structural seismic attributes. Lineaments are statistically analysed and merged in planar 3D features to obtain a Discrete Fracture Network (DFN).
We present an application of the T\Frac workflow and DFN building in offshore Gulf of Mexico, which led to a reservoir model that matches well tests and offers further indications for the placement of development wells. Nevertheless, even if Eni’s approach to the study of fractures networks (FNs) was successfully applied on the main fractured reservoirs operated by Eni, the FNs modelling still has intrinsic limits. In facts, while micro-fractures are studied from oriented cores, and faults are mapped from seismic data, a direct tool to study meso-fractures (10s to 100s meters length) in the subsurface is still missing. The use of seismic attribute in the T\Frac workflow is one way to bridge this gap, but the implementation with outcrop analogues data would represent a key element for accurately modelling DFNs and predicting fluid flow for successful field development. Hence, the workflow will be further improved by including quantitative analysis of FNs at the meso-scale from the outcrop data.",263.pdf
145,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Petroleum Systems - 1,264,Study of Underexplored Plays in Dnieper-Donets basin via Rethinking of Basin Evolution throughout Early Carboniferous Period,"I. Karpenko [1], M. Vityk, T. Fattah, A. Ficarra, V. Glon', B. Hamdy, I. Ischenko, A. Maccagni, V. Sinegubka, B. Sralla, S. Taha, P. Tauvers, A. Vertyukh",[1] Naftogaz Group,2214-4609,9789462824584,10.3997/2214-4609.202310264,No,English,"Basin evolution and associated depositional environments during short cycles (1,5 Ma per sequence) of Early Visean Carboniferous time were revised with a help of development of new chrono-stratigraphic model and sea level fluctuations model, regional depositional environment mapping, sand deposition mapping and petroleum systems modeling.",264.pdf
146,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Posters: Geology 1,265,Mechanical Properties Prediction of Siliciclastic Reservoirs: A Machine Learning Approach,"Z. Alibrahim [1], Y. Alzayer [1], C. Xu [2], T. Lin [2]",[1] Saudi Aramco; [2] Aramco Americas,2214-4609,9789462824584,10.3997/2214-4609.202310265,No,English,"In this work, we use core images and micro-rebound data along with plug and wireline datasets to generate a continuous high-resolution mechanical profile for sandstone reservoirs with the aid of machine learning algorithms. This work showcases the value of augmenting expert knowledge with a machine learning workflow to generate and optimize the prediction of a mechanical stratigraphy profile in timely and cost-effective ways.",265.pdf
147,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Net Zero Energy Economics and Sustainability (Joint EAGE/SPE),266,Three-phase flow reservoir simulation approximation and acceleration using U-shaped Fourier neural operator (U-FNO),"G. Shishaev [1], M. Salnikov [1], V. Bulatov [1], A. Vetkina [1]",[1] Independent Researchers,2214-4609,9789462824584,10.3997/2214-4609.202310266,No,English,"Nowadays, reservoir simulation is a “bottleneck” of the oil and gas field development process, being the most time and computer power consuming activity. To address this, the present study introduces a convolutional neural network-based model, U-shaped Fourier neural operator (U-FNO), to precisely approximate differential equations controlling the flow of oil, gas, and water in subsurface formations.
Tested on 2D reservoir with oil, gas and water fluids, proposed neural network have shown results of 3600 times simulation speedup on average, almost without accuracy loss. There is evidence that the method has enhanced generalization ability, thus requiring less cases to train on, relatively to other neural networks. These facts imply U-FNO usability in simulation of the complex physical processes, such as production of oil in the reservoir with a gas cap and underlying water. Requiring some numerically simulated cases to train on, U-FNO may significantly speed-up the simulation process, removing the need in numerical simulators.",266.pdf
148,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Petroleum System - 2,268,Charge & HC migration failure analysis in Norwegian North Sea: 1966-2022,B. Badics [1],[1] Wintershall Dea Norge AS,2214-4609,9789462824584,10.3997/2214-4609.202310268,No,English,"Charge risk has been under-estimated before drilling in the North Sea in Norway. Post-drill analysis indicates that 43% of dry wells are the result of charge failure. Three main categories of charge failures are common:
1.	Source rock absence has been the prime failure reason in case of Permian and older plays mainly drilled in the Egersund and Farsund Basins, Sele High and Ling Graben.
2.	Immature or only early oil mature Upper Jurassic source rocks have been the main reason for charge failure in the Åsta Graben, Danish-Norwegian, Egersund, Farsund, Søgne and Stord Basins, and on the Jaeren and Sørvestlandet Highs; also in some shallow buried grabens in the North Viking graben, next to Snorre, Visund, Oseberg and Brage fields.
3.	Hydrocarbon migration failures could be the most common charge failure reasons. They could be inefficient downward HC migration through lean non-source shales in the Central Graben (Haugesund Fm.), or in the North Viking Graben (through Drake shales); or complex and limited lateral HC migration across areas where many salt-induced structures are present in the Sleipner Terrace, Ling Graben, Jaeren High, Sørvestlandet High; and structures located in relative HC migration shadows beyond regional highs Highs.",268.pdf
149,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",ML for Noise Attenuation,269,Multi-blind-trace deep learning with a hybrid loss for attenuation of trice-wise noise,"M.M. Abedi [1], D. Pardo [2], T. Alkhalifah [3]",[1] BCAM; [2] UPV/EHU; [3] KAUST,2214-4609,9789462824584,10.3997/2214-4609.202310269,No,English,Trace-wise coherent noise exists in seismic data due to various reasons. We propose a self-supervised deep learning method to attenuate any type of trace-wise noise without having a clean label or noise characteristics. The proposed method is an enhanced version of blind-trace denoising. We modify the masking and calculation of loss so that the designed network reconstructs the noisy traces from the clean ones and ignores the noisy traces when reproducing the clean traces. We explain a step-by-step implementation of our method and show its application on a real deep-water dataset. The proposed method decreases the signal leakage and improves the reconstruction accuracy at and close to noisy traces.,269.pdf
150,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Petroleum Systems of Central and Eastern Europe (Dedicated Session),270,Source rocks & petroleum systems of the Hungarian part of the Pannonian Basin,"B. Badics [1], I. Vető [2], C. Sajgó [3]",[1] Wintershall Dea Norge AS; [2] Hungarian Geological Institute; [3] Research Institute of the Hungarian Academy of Sciences,2214-4609,9789462824584,10.3997/2214-4609.202310270,No,English,"The average 200 m thick Upper Triassic Kössen Marl represents the best quality source rock in Hungary, covering a relatively small area of 700 km2 in SW Hungary. The Lower Oligocene Tard Clay and underlying Kosd Fm. coals in the Palaeogene basin are fair to good quality source rock, covering a total area of 4500 km2. The Middle Miocene marine source rocks cover much larger area in the southern Zala, Dráva, Somogy, Kiskunhalas-, Makó-, Békés and Derecske basins, but their vertical and lateral variability is very high. These charged probably most of the oil and gas fields outside of the Zala and Paleogene basins. The Upper Miocene lacustrine Endrőd Marl contains mainly gas-prone type III kerogen, contributing probably only gas to most discoveries. Also, significant amounts of biogenic methane were probably sourced from the Upper Pannonian lignites and coals.",270.pdf
151,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",DAS and Microseismic,273,Unsupervised learning framework for denoising distributed acoustic sensing (DAS) data,"L. Yang [1], S. Fomel [2], S. Wang [1], X. Chen [1], Y. Chen [2]",[1] China University of Petroleum (Beijing); [2] The University of Texas at Austin,2214-4609,9789462824584,10.3997/2214-4609.202310273,No,English,"Distributed acoustic sensing (DAS) technology has been widely used in seismic exploration to acquire high-quality data due to its superb advantages including high coverage, high resolution, low cost, and strong environmental resistance. However, the seismic signals acquired in DAS are often masked by various types of noise (e.g., high-frequency random, high-amplitude erratic, horizontal, and coupled noise), which seriously decreases the signal-to-noise ratio (S/N). We propose a fully connected neural network with dense and residual connections to attenuate various complex noise in real DAS data. The network is designed to learn the features of useful reflection signals and remove various noise in an unsupervised way, therefore enjoying the convenience of label-free processing in practice. We apply the proposed method to realistic real DAS data sets that contain very strong noise and show encouraging performance. The real DAS data comes from the downhole Frontier Observatory for Research in Geothermal Energy (FORGE) site. Compared with one traditional and one advanced deep learning method, our proposed method can more effectively attenuate strong noise and better extract hidden signals.",273.pdf
152,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Tectonics and Structural Geology,275,Ages and Diagenetic Settings of Tectonic Events in the Presalt Succession in the North Campos Basin,"M. Strugale [1,2], J. Cartwright [2], L. Robb [2], N. Roberts [3], J. Bouch [4]","[1] Petrobras S.A.; [2]  University of Oxford; [3] Geochronology and Tracers Facility, British Geological Survey; [4] Pore Scale Solutions Ltd",2214-4609,9789462824584,10.3997/2214-4609.202310275,No,English,"The Pre-Salt province of the Campos and Santos Basins (SE Brazil) hosts one of the most significant offshore hydrocarbon discoveries of the past 20 years. Several studies have focused on the regional tectonic setting and the depositional and diagenetic characteristics of these Barremian to Aptian lacustrine carbonates. Only recently, a comprehensive tectono-stratigraphic evolution for the deposition of the presalt succession and a model for the time and spatial links between hydrothermal diagenesis and structural evolution was established. Three tectono-diagenetic events were identified through U-Pb geochronology, petrographic and geochemical investigations: Barremian to Aptian, Albo-Cenomanian and Campanian to Maastrichtian. They reveal a diagenetic evolution characterised by an initially strong hydrothermal overprint that progressively attained geothermal equilibrium under deep-burial conditions during the late Cretaceous. These diagenetic episodes are not necessarily coeval with magmatic events but indeed coeval with basin-scale tectonic events linked to changes in the associated tectonic regime, thus characterising events of structural diagenesis. Nevertheless, paragenetic phases related to each of these events are, in most cases, a consequence of the host rock composition.",275.pdf
